name,category,address,district,hours,lat,lng,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats
Crazy Fish,кафе,"Москва, улица Вавилова, 64/1с1",Юго-Западный административный округ,"пн-пт 10:00–22:00; сб,вс 10:00–23:00",55.683852,37.550531,4.6,,Средний счёт:500–1000 ₽,750.0,,0,
Лиса и Гусь,"бар,паб","Москва, Ленинский проспект, 15",Южный административный округ,"пн-чт 15:00–00:30; пт,сб 15:00–03:00; вс 15:00–00:30",55.720196,37.599306,4.5,средние,Цена бокала пива:150–230 ₽,,,0,120.0
Elephantkids,кафе,"Москва, улица Орджоникидзе, 12, стр. 4",Южный административный округ,пн-пт 10:00–18:00,55.71024,37.590704,4.1,,,,,0,0.0
Le Круассан,столовая,"Москва, 2-й Верхний Михайловский проезд, 9, стр. 2",Южный административный округ,пн-пт 09:00–16:30,55.708626,37.602688,4.3,средние,Средний счёт:200–350 ₽,275.0,,1,90.0
Ride the coffee,кофейня,"Москва, Профсоюзная улица, 1/24",Юго-Западный административный округ,"пн-пт 07:00–21:00; сб,вс 09:00–21:00",55.686836,37.573108,4.2,средние,,,,0,
Шоколадница,кофейня,"Москва, Комсомольский проспект, 29",Центральный административный округ,"пн-пт 08:00–22:00; сб,вс 09:00–22:00",55.725164,37.580159,4.3,,Цена чашки капучино:239–274 ₽,,256.0,1,92.0
Вилла Тифлис,ресторан,"Москва, Новочерёмушкинская улица, 34, корп. 1, стр. 2",Юго-Западный административный округ,"ежедневно, 11:30–00:00",55.677748,37.572329,4.4,высокие,Средний счёт:1500–3000 ₽,2250.0,,0,48.0
Гастрофабрика,столовая,"Москва, Нагорная улица, 3А",Юго-Западный административный округ,пн-пт 08:30–20:00; сб 10:00–19:00,55.682335,37.61324,4.4,средние,Средний счёт:300–400 ₽,350.0,,0,
Хлеб Насущный,булочная,"Москва, Ломоносовский проспект, 25, корп. 2",Западный административный округ,"пн-пт 07:00–23:00; сб,вс 08:00–22:00",55.695136,37.531631,4.4,,,,,1,4.0
Столовая на Шаболовке,столовая,"Москва, улица Шаболовка, 20",Центральный административный округ,пн-пт 11:00–19:00,55.72182,37.609751,4.6,средние,Средний счёт:270–400 ₽,335.0,,0,0.0
Сабфилд,"бар,паб","Москва, Фрунзенская набережная, 46",Центральный административный округ,"ежедневно, 12:00–00:00",55.718767,37.582065,4.1,выше среднего,Средний счёт:от 1500 ₽,1500.0,,0,
Теплица,ресторан,"Москва, Пушкинская набережная",Центральный административный округ,"ежедневно, 10:00–22:00",55.722872,37.592343,4.2,средние,Средний счёт:500–1500 ₽,1000.0,,0,
Белла ЧАО,пиццерия,"Москва, Духовской переулок, 17, стр. 1",Южный административный округ,"пн-пт 08:00–21:00; сб,вс 09:00–20:00",55.704571,37.616302,4.6,,,,,0,
Любимый город,кафе,"Москва, улица Кедрова, 8, корп. 2",Юго-Западный административный округ,"ежедневно, 12:00–22:00",55.684807,37.566704,4.1,выше среднего,Средний счёт:1000–1500 ₽,1250.0,,0,90.0
Fibo Pasta & Ravioli,быстрое питание,"Москва, улица Вавилова, 64/1с1",Юго-Западный административный округ,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.684124,37.550262,4.5,средние,Средний счёт:300–1000 ₽,650.0,,1,
Белая Птица,пиццерия,"Москва, Лужнецкая набережная, 2/4с3",Центральный административный округ,пн-пт 09:00–18:00,55.714942,37.574534,4.4,,,,,0,
Кофе для настроения,кафе,"Москва, Ленинский проспект, 43",Юго-Западный административный округ,"ежедневно, 10:00–21:00",55.704792,37.576357,3.2,,,,,0,46.0
Азия микс,быстрое питание,"Москва, улица Вавилова, 3",Южный административный округ,"ежедневно, 09:00–22:00",55.706267,37.594292,4.5,средние,Средний счёт:300–500 ₽,400.0,,0,320.0
Академическое,кофейня,"Москва, проспект 60-летия Октября, 9, стр. 2",Юго-Западный административный округ,пн-чт 08:30–17:30; пт 08:30–17:00,55.69865,37.580109,4.9,,,,,0,
Чудокофф,кофейня,"Москва, Ленинский проспект, 52",Юго-Западный административный округ,"ежедневно, 08:00–20:00",55.699385,37.563913,4.0,,Цена чашки капучино:180–230 ₽,,205.0,0,
Prime,ресторан,"Москва, улица Шаболовка, 24",Центральный административный округ,пн-пт 07:00–20:00,55.72073,37.609379,4.3,,,,,1,40.0
Франклинс Бургер,ресторан,"Москва, улица Вавилова, 3",Южный административный округ,"ежедневно, 09:00–22:00",55.706883,37.592096,4.4,,,,,1,320.0
More Poke,ресторан,"Москва, Духовской переулок, 19",Южный административный округ,"ежедневно, 10:00–22:00",55.704177,37.612889,4.4,,,,,1,
Shawarma VIP House,быстрое питание,"Москва, улица Крымский Вал, 9, стр. 19",Центральный административный округ,"ежедневно, круглосуточно",55.725525,37.599462,4.7,,Средний счёт:300–500 ₽,400.0,,1,
Шагал,ресторан,"Москва, улица Кржижановского, 14к2",Юго-Западный административный округ,"ежедневно, 12:00–00:00",55.679679,37.567881,4.2,выше среднего,Средний счёт:1500 ₽,1500.0,,0,
Рыбная мануфактура № 1,ресторан,"Москва, улица Ефремова, 10с1к4/2",Центральный административный округ,"ежедневно, 09:00–22:00",55.72529,37.575106,4.4,,Средний счёт:1300 ₽,1300.0,,1,
Новатор Кофе,кофейня,"Москва, Ленинский проспект, 77, корп. 1",Юго-Западный административный округ,"пн-пт 08:00–22:00; сб,вс 09:00–22:00",55.685375,37.542427,4.6,,,,,0,290.0
Meat Me,ресторан,"Москва, улица Шаболовка, 29, корп. 2",Центральный административный округ,"ежедневно, 10:00–22:00",55.721744,37.610787,4.5,,Средний счёт:320–350 ₽,335.0,,0,130.0
Кафе Пляж,кафе,"Москва, Андреевский пешеходный мост",Центральный административный округ,пн-чт 12:00–23:00; пт-вс 11:00–00:00,55.724308,37.59289,4.2,,,,,0,
Шаурмама,быстрое питание,"Москва, Ломоносовский проспект, 23А, стр. 1",Юго-Западный административный округ,"ежедневно, круглосуточно",55.691687,37.535587,4.4,,,,,0,220.0
Рубим Бургер,кафе,"Москва, улица Кржижановского, 22с1",Юго-Западный административный округ,"ежедневно, 10:00–22:00",55.677722,37.574112,4.4,,,,,1,
Креветочная,быстрое питание,"Москва, улица Вавилова, 3",Южный административный округ,"ежедневно, 09:00–22:00",55.706883,37.592096,4.2,,,,,0,320.0
MonteView Coffee,кофейня,"Москва, Нагорный проезд, 6",Южный административный округ,"вт 08:30–17:00; ср,чт 12:00–20:30; пт 08:30–17:00; сб 09:00–16:30",55.687955,37.615411,4.4,средние,Цена чашки капучино:149–219 ₽,,184.0,0,
P'berry,кофейня,"Москва, Ленинский проспект, 64/2",Юго-Западный административный округ,"пн-пт 08:00–22:00; сб,вс 09:00–22:00",55.692792,37.55243,4.5,,,,,0,
Между Делом,столовая,"Москва, улица Шаболовка, 37, стр. 9",Южный административный округ,пн-пт 09:00–18:00,55.717739,37.613326,4.3,,,,,0,
Время Поесть,столовая,"Москва, улица Дмитрия Ульянова, 5",Юго-Западный административный округ,пн-пт 09:00–22:00,55.692627,37.562622,4.2,,,,,0,86.0
Хинкальная № 8,ресторан,"Москва, улица Гарибальди, 2",Юго-Западный административный округ,"пн-пт 11:30–23:00; сб,вс 12:00–23:00",55.67792,37.532717,4.4,средние,Средний счёт:800–1000 ₽,900.0,,0,
Раковарня Иван Раковар,"бар,паб","Москва, улица Серпуховский Вал, 21, корп. 1",Южный административный округ,"ежедневно, 12:00–00:00",55.711166,37.610602,4.4,высокие,Цена бокала пива:180–480 ₽,,,1,48.0
Патриот,столовая,"Москва, улица Шаболовка, 10",Центральный административный округ,пн-пт 08:30–18:00,55.723531,37.610593,4.6,средние,Средний счёт:330 ₽,330.0,,0,
Лаки Сувлаки,быстрое питание,"Москва, 4-й Воробьёвский проезд, 37",Юго-Западный административный округ,"ежедневно, 09:00–22:00",55.707086,37.560292,3.9,средние,Средний счёт:от 450 ₽,450.0,,1,
Кулинарная студия Юлии Высоцкой,кофейня,"Москва, Ломоносовский проспект, 25, корп. 5",Западный административный округ,"ежедневно, 10:00–22:00",55.692305,37.531524,4.9,,,,,0,60.0
Ngon,быстрое питание,"Москва, улица Вавилова, 64/1с1",Юго-Западный административный округ,"ежедневно, 10:00–22:00",55.68392,37.550797,4.5,средние,Средний счёт:300–700 ₽,500.0,,1,
Хинкальная Ботота,ресторан,"Москва, Новочерёмушкинская улица, 26",Юго-Западный административный округ,"ежедневно, 11:00–23:00",55.679192,37.575718,4.4,,,,,0,16.0
Pims,кафе,"Москва, улица Крымский Вал, 9, стр. 52",Центральный административный округ,"ежедневно, 10:00–23:00",55.726634,37.595617,4.3,,,,,1,202.0
Кафе Наше,кафе,"Москва, улица Орджоникидзе, 5, корп. 2",Южный административный округ,"ежедневно, 08:30–22:00",55.709214,37.600789,4.2,,,,,0,
Союз Кофе,пиццерия,"Москва, Лужнецкая набережная, 2/4с3",Центральный административный округ,"пн-пт 09:00–22:00; сб,вс 12:00–22:00",55.714942,37.574534,4.1,,,,,0,
Soroka Bistro,ресторан,"Москва, улица Кржижановского, 22с1",Юго-Западный административный округ,"ежедневно, 10:00–22:00",55.677688,37.574089,4.4,средние,Средний счёт:600–1000 ₽,800.0,,0,
Голубка,"бар,паб","Москва, Ломоносовский проспект, 23",Юго-Западный административный округ,"ежедневно, 10:00–22:00",55.691489,37.538101,4.3,средние,Средний счёт:500–1200 ₽,850.0,,1,49.0
Prime,ресторан,"Москва, Усачёва улица, 29к1",Центральный административный округ,пн-пт 08:00–20:00,55.724145,37.564428,4.1,,,,,1,
Janis cafe,пиццерия,"Москва, улица Вавилова, 57, стр. 1",Юго-Западный административный округ,вт-вс 10:00–18:00,55.690888,37.562284,4.0,средние,Средний счёт:450 ₽,450.0,,0,45.0
Кафе Шашлык,кафе,"Москва, улица Вавилова, 5",Южный административный округ,,55.704545,37.590551,4.3,,,,,0,6.0
Яндекс Лавка,ресторан,"Москва, Ленинский проспект, 54",Юго-Западный административный округ,"ежедневно, 07:00–00:00",55.69785,37.560237,4.2,,,,,1,64.0
Музейное кафе,кафе,"Москва, улица Вавилова, 57, корп. 1",Юго-Западный административный округ,,55.690106,37.560386,4.0,,,,,1,45.0
Сытые Люди,пиццерия,"Москва, Загородное шоссе, 1, корп. 2, стр. 13",Южный административный округ,"ежедневно, 08:00–20:00",55.698706,37.61441,4.1,средние,Средний счёт:290 ₽,290.0,,0,20.0
Вурстбар на Шаболовке,"бар,паб","Москва, улица Шаболовка, 29, корп. 2",Центральный административный округ,"ежедневно, 12:00–23:00",55.721866,37.610643,4.4,средние,Цена бокала пива:190–430 ₽,,,0,130.0
Кафе для поминок,кафе,"Москва, улица Шаболовка, 58",Южный административный округ,"ежедневно, 11:00–23:00",55.711625,37.605664,4.3,,,,,0,330.0
Lucky Eye,пиццерия,"Москва, улица Серпуховский Вал, 17",Южный административный округ,"ежедневно, 09:00–02:00",55.711199,37.612555,4.3,высокие,Средний счёт:1500–2000 ₽,1750.0,,0,40.0
Prime,ресторан,"Москва, Комсомольский проспект, 32к2",Центральный административный округ,"пн-пт 08:00–21:00; сб,вс 08:00–20:00",55.726149,37.577915,4.2,,,,,1,
Lamadjo,быстрое питание,"Москва, Большая Черёмушкинская улица, 2А, стр. 1",Юго-Западный административный округ,"ежедневно, 10:00–21:00",55.691435,37.599911,4.3,,,,,0,64.0
Шоколадница,кофейня,"Москва, Ленинский проспект, 68/10",Юго-Западный административный округ,"ежедневно, круглосуточно",55.689117,37.545799,4.2,,Цена чашки капучино:239–274 ₽,,256.0,1,96.0
Nd Cafe,булочная,"Москва, Мосфильмовская улица, 2В",Западный административный округ,"ежедневно, 10:00–23:00",55.726202,37.53259,4.3,высокие,Средний счёт:1500–2000 ₽,1750.0,,0,12.0
La Casa,кафе,"Москва, улица Орджоникидзе, 11, стр. 41",Южный административный округ,пн-пт 08:30–18:00,55.708141,37.597109,4.0,,Средний счёт:350–420 ₽,385.0,,0,
One Price Coffee,кофейня,"Москва, улица Вавилова, 3",Южный административный округ,"ежедневно, 10:00–22:00",55.70616,37.593347,4.2,,Цена чашки капучино:90–250 ₽,,170.0,1,320.0
Стардогс,быстрое питание,"Москва, улица Вавилова, 15",Юго-Западный административный округ,"ежедневно, круглосуточно",55.702357,37.580771,3.9,,,,,1,12.0
Бургер & Фрайс от Мираторг,ресторан,"Москва, улица Серпуховский Вал, 21к1",Южный административный округ,"ежедневно, 10:00–22:00",55.711337,37.60992,4.3,,,,,0,
Шашлык на углях G&M,быстрое питание,"Москва, Ломоносовский проспект, 23А",Юго-Западный административный округ,"ежедневно, 11:00–23:00",55.69221,37.535533,4.4,средние,Средний счёт:200–500 ₽,350.0,,0,3.0
Чайхана Финик,ресторан,"Москва, Большая Черёмушкинская улица, 3",Юго-Западный административный округ,"ежедневно, круглосуточно",55.68989,37.598332,4.3,,,,,0,48.0
Star Hit Cafe,кофейня,"Москва, улица Шаболовка, 31Г",Южный административный округ,"пн-пт 07:00–22:00; сб,вс 10:00–22:00",55.721231,37.610383,4.3,средние,Цена чашки капучино:59–99 ₽,,79.0,1,100.0
Ресторан-караоке Шу-Шу,ресторан,"Москва, Духовской переулок, 17, стр. 16",Южный административный округ,"пн-чт 11:00–23:00; пт,сб 11:00–05:00; вс 11:00–23:00",55.704873,37.616792,4.3,выше среднего,,,,0,45.0
Хинкали vs Бургеры,ресторан,"Москва, улица Шаболовка, 2",Центральный административный округ,"пн-чт 11:00–23:00; пт,сб 11:00–03:00; вс 11:00–23:00",55.726704,37.611334,4.4,,,,,0,130.0
Аллора пицца,пиццерия,"Москва, Профсоюзная улица, 1/24",Юго-Западный административный округ,"ежедневно, 10:00–22:00",55.686373,37.572841,4.3,,,,,0,
Сабаба,ресторан,"Москва, Большая Черёмушкинская улица, 21",Юго-Западный административный округ,"ежедневно, 11:00–00:00",55.68091,37.588629,4.1,,,,,0,
Хлеб насущный,кофейня,"Москва, улица Крымский Вал, 9, стр. 59",Центральный административный округ,"ежедневно, 10:00–22:00",55.719053,37.591804,4.2,,,,,1,
Трапезная,столовая,"Москва, Андреевская набережная, 2",Юго-Западный административный округ,"ежедневно, 12:00–16:00",55.71189,37.574663,4.1,,,,,0,
Prime,ресторан,"Москва, Донская улица, 31",Южный административный округ,пн-пт 07:00–20:00,55.719976,37.605489,4.2,,,,,1,
Комбинат,столовая,"Москва, Ленинский проспект, 15А",Южный административный округ,пн-пт 09:00–20:00,55.72083,37.600439,4.3,средние,Средний счёт:200–300 ₽,250.0,,0,96.0
Кулинарная лавка братьев Караваевых,кафе,"Москва, улица Шаболовка, 29, корп. 2",Центральный административный округ,"ежедневно, 08:00–23:00",55.721686,37.6107,4.3,,,,,1,130.0
Улитка в шоколаде,кофейня,"Москва, Духовской переулок, 19",Южный административный округ,"пн-пт 09:00–21:00; сб,вс 10:00–21:00",55.704281,37.612785,4.5,,,,,0,
Cobalt coffee,кофейня,"Москва, Донская улица, 14",Центральный административный округ,"ежедневно, 08:00–21:00",55.722391,37.606215,4.3,,,,,0,
Cultura Coffee,кофейня,"Москва, Усачёва улица, вл33-35",Центральный административный округ,"пн-пт 08:30–19:00; сб,вс 10:00–19:00",55.723131,37.5608,4.2,,Цена чашки капучино:200–220 ₽,,210.0,0,
Север-Метрополь,кофейня,"Москва, Профсоюзная улица, 19",Юго-Западный административный округ,"ежедневно, 09:00–21:00",55.678635,37.564294,4.5,,,,,1,48.0
Кафе на горе,кафе,"Москва, Электролитный проезд, 7Б, стр. 2",Южный административный округ,,55.677451,37.613762,4.2,,,,,0,
Cofix,кофейня,"Москва, Профсоюзная улица, 19",Юго-Западный административный округ,"пн-пт 07:00–22:00; сб,вс 08:00–22:00",55.678458,37.564257,4.3,,,,,1,48.0
Хлеб Насущный,булочная,"Москва, улица Шаболовка, 30/12",Южный административный округ,"пн-пт 07:00–23:00; сб,вс 08:00–22:00",55.719513,37.608325,4.4,,,,,1,48.0
Шале-микс,кафе,"Москва, улица Губкина, 6, корп. 1",Юго-Западный административный округ,"ежедневно, 09:00–22:00",55.695321,37.562818,3.8,,,,,0,
Три вилки,кофейня,"Москва, улица Орджоникидзе, 11, стр. 11",Южный административный округ,пн-пт 09:00–17:00,55.706433,37.596089,4.1,средние,Средний счёт:250–350 ₽,300.0,,0,80.0
Мосфильм,кафе,"Москва, Пресненская набережная, 10, стр. 1",Западный административный округ,,55.722095,37.530716,4.5,,,,,0,478.0
GlowSubs,быстрое питание,"Москва, Ломоносовский проспект, 11/70",Юго-Западный административный округ,"пн-пт 08:00–23:00; сб,вс 10:00–23:00",55.688947,37.542688,4.3,средние,Средний счёт:250–280 ₽,265.0,,1,
Домино'с Пицца,пиццерия,"Москва, улица Дмитрия Ульянова, 12, корп. 1",Юго-Западный административный округ,"ежедневно, 10:00–00:00",55.689142,37.568275,4.1,средние,,,,1,90.0
Шоколадница,кофейня,"Москва, Ломоносовский проспект, 25, корп. 1",Западный административный округ,пн-чт 07:30–23:00; пт 07:30–00:00; сб круглосуточно; вс 00:00–23:00,55.694004,37.533224,4.1,выше среднего,Цена чашки капучино:239–274 ₽,,256.0,1,220.0
Каховка-нова,кафе,"Москва, улица Дмитрия Ульянова, 24/1",Юго-Западный административный округ,"ежедневно, круглосуточно",55.687111,37.573455,4.2,средние,Средний счёт:200–1000 ₽,600.0,,0,
Грузинская кухня,кафе,"Москва, улица Дмитрия Ульянова, 12, корп. 1",Юго-Западный административный округ,"ежедневно, 09:00–22:00",55.689093,37.568057,4.4,,,,,1,90.0
Мармелад,кафе,"Москва, улица Гарибальди, 1А",Юго-Западный административный округ,"ежедневно, 11:00–23:00",55.678533,37.532971,4.1,выше среднего,Средний счёт:1000–1500 ₽,1250.0,,0,600.0
Роскошное Море,ресторан,"Москва, улица Вавилова, 66, стр. 4",Юго-Западный административный округ,"ежедневно, 14:00–02:00",55.683452,37.548016,4.7,,,,,0,15.0
Кафе,кафе,"Москва, проспект Вернадского, 100",Западный административный округ,,55.702845,37.546075,3.9,,,,,0,
Новатор кофе,кофейня,"Москва, Ленинский проспект, 85",Юго-Западный административный округ,"пн-пт 08:00–22:00; сб,вс 09:00–22:00",55.680031,37.534967,4.3,,,,,0,42.0
Гастро Бистро Шаверма-Братуха,быстрое питание,"Москва, улица Дмитрия Ульянова, 16, корп. 1",Юго-Западный административный округ,"ежедневно, круглосуточно",55.688617,37.569832,4.1,,,,,1,90.0
Cofix,кофейня,"Москва, Усачёва улица, 29к1",Центральный административный округ,"пн-пт 07:00–22:00; сб,вс 08:00–22:00",55.724476,37.563975,4.2,,Цена чашки капучино:от 60 ₽,,60.0,1,
One Price Coffee,кофейня,"Москва, улица Вавилова, 64/1с1",Юго-Западный административный округ,"ежедневно, 08:00–21:00",55.683918,37.550079,4.3,,,,,1,
Донер кебаб,быстрое питание,"Москва, Ломоносовский проспект, 19А",Юго-Западный административный округ,"ежедневно, круглосуточно",55.690727,37.539562,4.4,,,,,1,0.0
Лаки Сувлаки,быстрое питание,"Москва, Пушкинская набережная",Центральный административный округ,"ежедневно, 10:00–22:00",55.721535,37.589788,4.2,,,,,1,
Универ,кафе,"Москва, Западный административный округ, район Раменки, микрорайон Ленинские Горы, 1, стр. 51",Западный административный округ,пн-пт 09:00–20:00; сб 09:00–18:00,55.69772,37.538234,1.0,,,,,0,
Классика бокса,кафе,"Москва, Лужнецкая набережная, 8с1",Центральный административный округ,"ежедневно, круглосуточно",55.71411,37.567222,4.0,,,,,0,
У Роберта,кафе,"Москва, Университетский проспект, 4",Юго-Западный административный округ,"пт,сб 19:00–23:00",55.697088,37.553734,4.0,,,,,0,
Piccolo Coffee,ресторан,"Москва, улица Орджоникидзе, 12, стр. 4",Южный административный округ,пн-пт 08:00–19:00,55.710266,37.591295,4.1,,,,,0,0.0
"Wasabi, суши-бар",кафе,"Москва, улица Ивана Бабушкина, 18, корп. 2",Юго-Западный административный округ,"ежедневно, круглосуточно",55.684303,37.55858,4.3,,,,,0,
Кулинариум,булочная,"Москва, Ломоносовский проспект, 19А",Юго-Западный административный округ,"пн-пт 09:00–22:00; сб,вс 09:00–21:00",55.690785,37.539552,4.1,,Средний счёт:350–1000 ₽,675.0,,1,0.0
One price coffee,кофейня,"Москва, улица Шаболовка, 24",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 08:30–19:30",55.720853,37.609377,4.4,,,,,0,40.0
Паэлья Хаус,быстрое питание,"Москва, Пушкинская набережная",Центральный административный округ,"ежедневно, 10:00–22:00",55.721616,37.589931,4.1,средние,Средний счёт:500–700 ₽,600.0,,0,
От мяса ДО рыбы,ресторан,"Москва, улица Вавилова, 64/1с1",Юго-Западный административный округ,"пн-пт 12:00–00:00; сб,вс 11:00–00:00",55.68365,37.550915,4.3,,,,,0,
Чайхана ОШ сити,кафе,"Москва, проспект 60-летия Октября, 10",Юго-Западный административный округ,"ежедневно, 09:00–06:00",55.693345,37.57425,4.3,,,,,0,45.0
Кафетерий,кафе,"Москва, Духовской переулок, 17",Южный административный округ,,55.704102,37.61613,4.4,,,,,1,4.0
Steel bar & kitchen,"бар,паб","Москва, Ленинский проспект, 4, стр. 1А",Центральный административный округ,вт-чт 12:00–23:00; пт 12:00–02:00; сб 15:00–02:00,55.727447,37.608917,4.5,,,,,0,50.0
Восточный двор,кафе,"Москва, Большая Черёмушкинская улица, 2А, стр. 1",Юго-Западный административный округ,"ежедневно, круглосуточно",55.691485,37.599939,4.0,средние,Средний счёт:170–300 ₽,235.0,,0,64.0
Дядя Джо,кафе,"Москва, улица Вавилова, 64/1с3",Юго-Западный административный округ,"ежедневно, 09:00–22:00",55.683833,37.549264,4.2,,,,,0,
Кофе-лавка Стол,кофейня,"Москва, Ломоносовский проспект, 18",Юго-Западный административный округ,"ежедневно, 09:00–21:00",55.69177,37.539787,4.2,,Цена чашки капучино:240 ₽,,240.0,0,
Домино'с Пицца,пиццерия,"Москва, улица Доватора, 11к1",Центральный административный округ,"ежедневно, 10:00–23:00",55.723251,37.567678,4.2,средние,,,,1,
ДаблБи,кофейня,"Москва, улица Шаболовка, 29, корп. 2",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",55.721686,37.6107,4.3,,,,,1,130.0
Шайба,быстрое питание,"Москва, Пушкинская набережная",Центральный административный округ,"ежедневно, 10:00–22:00",55.722812,37.591544,4.3,,,,,0,
Алло! Пицца,пиццерия,"Москва, Севастопольский проспект, 15",Юго-Западный административный округ,"ежедневно, 10:00–23:00",55.682811,37.599367,4.2,низкие,,,,1,
Время обеда,кафе,"Москва, Нагорный проезд, 7с1к1",Южный административный округ,пн-пт 09:00–18:00,55.687363,37.615053,4.2,,,,,0,
One Price Coffee,кофейня,"Москва, улица 10-летия Октября, 13",Центральный административный округ,"пн-пт 07:00–23:00; сб,вс 08:00–22:00",55.724661,37.564523,4.2,,,,,1,
Штолле,булочная,"Москва, улица 10-летия Октября, 9",Центральный административный округ,"ежедневно, 08:00–21:00",55.725503,37.562849,4.4,,,,,1,8.0
Шоколадница,кофейня,"Москва, Большая Черёмушкинская улица, 1",Юго-Западный административный округ,"ежедневно, 10:00–22:00",55.689865,37.602977,4.0,средние,Средний счёт:300 ₽,300.0,,1,64.0
Кафе при киностудии Мосфильм,кафе,"Москва, Мосфильмовская улица, 1",Западный административный округ,,55.722355,37.532187,4.1,,,,,0,100.0
Nado Coffee,кофейня,"Москва, улица Строителей, 6, корп. 6",Юго-Западный административный округ,"пн-пт 08:00–20:00; сб,вс 09:00–21:00",55.688979,37.536877,4.4,,Цена чашки капучино:150–210 ₽,,180.0,0,
City life,кафе,"Москва, Большая Черёмушкинская улица, 34",Юго-Западный административный округ,пн-пт 09:00–18:00,55.678975,37.583254,4.0,,,,,1,
Crazy kitch brothers,"бар,паб","Москва, Ломоносовский проспект, 25, корп. 5",Западный административный округ,"ежедневно, 16:00–00:00",55.693049,37.530725,4.3,,Цена бокала пива:250–550 ₽,,,0,60.0
Кафе,ресторан,"Москва, Профсоюзная улица, 5/9",Юго-Западный административный округ,"ежедневно, круглосуточно",55.684643,37.570855,3.9,,,,,0,
Чайхана Райхан,кафе,"Москва, Большая Черёмушкинская улица, 21",Юго-Западный административный округ,"ежедневно, круглосуточно",55.680862,37.5885,4.1,средние,Средний счёт:200–300 ₽,250.0,,0,
Мегобребо,столовая,"Москва, Городская улица, 8",Южный административный округ,пн-пт 09:00–18:00,55.71388,37.617288,4.2,низкие,Средний счёт:170–230 ₽,200.0,,0,80.0
Drive Café,кафе,"Москва, улица Дмитрия Ульянова, 9А, стр. 1",Юго-Западный административный округ,"ежедневно, круглосуточно",55.690816,37.565954,3.8,,,,,1,90.0
Шоколадница,кофейня,"Москва, улица Орджоникидзе, 11с1",Южный административный округ,"ежедневно, 10:00–22:00",55.708922,37.595937,4.1,,,,,1,
Элеонора,кафе,"Москва, улица Вавилова, 61, стр. 2",Юго-Западный административный округ,пн-пт 10:00–16:30,55.686853,37.556376,4.0,,,,,0,70.0
Нияма,ресторан,"Москва, Севастопольский проспект, 11Е",Юго-Западный административный округ,"пн-чт 11:00–22:00; пт,сб 11:00–23:00; вс 11:00–22:00",55.687409,37.603825,4.2,средние,,,,1,40.0
Печь и мангал,быстрое питание,"Москва, улица Шаболовка, 58, стр. 2",Южный административный округ,"ежедневно, 10:00–22:00",55.711493,37.605849,4.3,,,,,0,130.0
"Может, кофе?",кофейня,"Москва, Лужнецкая набережная, 2/4с46",Центральный административный округ,"пн-пт 08:30–21:00; сб,вс 09:00–21:00",55.713716,37.569208,4.7,,,,,1,
Han cook,быстрое питание,"Москва, улица Вавилова, 64/1с1",Юго-Западный административный округ,"пн,вт,ср,пт,сб,вс 09:00–22:00",55.684111,37.550203,4.6,,,,,0,
Эдельвейс,кафе,"Москва, Ленинский проспект, 65, корп. 3",Юго-Западный административный округ,,55.692059,37.557188,2.9,,,,,0,45.0
Cofix,кофейня,"Москва, улица Вавилова, 3",Южный административный округ,"ежедневно, 09:00–22:00",55.705887,37.593368,4.0,,,,,1,320.0
Щепка,кафе,"Москва, Ленинский проспект, 60/2",Юго-Западный административный округ,"ежедневно, 09:00–21:00",55.696638,37.559151,3.8,,,,,1,34.0
Штолле,булочная,"Москва, Ломоносовский проспект, 23",Юго-Западный административный округ,пн-сб 08:00–22:00; вс 09:00–21:00,55.691962,37.537212,4.2,,,,,1,49.0
Том Ям,быстрое питание,"Москва, Усачёва улица, 26",Центральный административный округ,"пн-чт 10:30–22:00; пт,сб 10:30–23:00; вс 10:30–22:00",55.727286,37.567755,4.3,средние,Средний счёт:450–800 ₽,625.0,,0,100.0
Арамье,булочная,"Москва, Донская улица, 31",Южный административный округ,"ежедневно, 08:00–22:00",55.719922,37.605952,4.3,,,,,1,
Eda premium,ресторан,"Москва, улица Пудовкина, 3",Западный административный округ,"ежедневно, 10:00–23:00",55.726986,37.531205,4.2,высокие,Средний счёт:1500–4000 ₽,2750.0,,0,40.0
"Кулинариум - кулинария, пироги, салаты",кафе,"Москва, Загородное шоссе, 6, корп. 1",Южный административный округ,"ежедневно, 08:00–22:00",55.693643,37.605767,3.9,,,,,1,30.0
Додо Пицца,пиццерия,"Москва, Нахимовский проспект, 59А",Юго-Западный административный округ,"ежедневно, 10:00–23:00",55.678626,37.560511,4.3,,Средний счёт:391 ₽,391.0,,1,
Работа,кафе,"Москва, Ленинский проспект, 8, корп. 15",Центральный административный округ,,55.722942,37.59882,4.1,,,,,1,120.0
НоуКофе,кофейня,"Москва, Нахимовский проспект, 40",Юго-Западный административный округ,"пн-пт 08:00–21:00; сб,вс 10:00–21:00",55.677407,37.565577,4.1,средние,Цена чашки капучино:150–245 ₽,,197.0,0,6.0
Хан Кебаб,кафе,"Москва, улица Серпуховский Вал, 17",Южный административный округ,"ежедневно, круглосуточно",55.711275,37.61295,4.1,,,,,1,40.0
